PRO_COM;NOME;a1_1;a1_2;a2;a3;a4;a5;a6;a7;b1_1;b1_2;b2_1;b2_2;b3;b4;b5;b6;b7;b8;b9;c1;c2;c3;c4;c5;c6;c7;d1;d2;d3;d4;d5;d6;d7;d8;e1;e2_1;e2_2;e3;e4;e5;e6;f1;f2;f3_1;f3_2;f4;f5;f6;f7;f8;g1;g2_1;g2_2;g3;g4;g5;g6;g7;g8;g9;h1;h2;h3;h4;h5;h6;h7;i1;i2;i3;i4;l1;l2;l3;l4;l5;m1_1;m1_2;m2_1;m2_2;m2_3;m3_1;m3_2;m3_3;m4;n1;n2;n3;n4;n5;n6;n7;n8;o1_1;o1_2;o2_1;o2_2;o3;o4
1001;Agliè;0,3;0,4;-3,2;6,8;4,8;-16,2;1,4;-0,1;172,2;1176,5;15,1;0,05;7836,3;76,1;91,6;633,4;44,3;10,9;3,8;10,6;231,4;145,0;1;196,0;6,7;1;47,5;323;67,9;0;0,86;0,22;7;-0,18;13,8;59704;2;0;0;0;0;8,3;3;0;2;0,0;0,28;0,4;9,8;0,8;1,1;0,0;0,0;16,2;7,2;18,3;8,9;1,2;39,7;0,0;0,4;3,8;15,1;0,3;1,2;99,4;31,5;7,6;8565,5;3,0;2101,1;0,2023;73,3;86,4;130,0;1,37;0,045;0,00;0,0;0;0;1,7;3;0;0;624,1;84,3;359,8;11,9;67,8;52,0;3,0;9,6;8,219;18,5;0;0;0;0
1002;Airasca;-0,1;8,4;0,6;3,1;0,7;17,2;4,2;0,0;299,8;2670,2;6,2;0,02;8187,1;62,2;45,3;468,1;22,4;15,8;13,0;4,7;94,5;119,5;0,9;0,0;9,9;4;52,1;230,7;65,4;0;0,86;0,23;8;1,00;0,8;0;0;0;0;0;0;0,0;2;0;3;0,0;-0,19;0,3;15,0;0,3;2,3;0,0;0,0;19,4;10,1;36,0;9,5;1,5;25,0;0,0;1,0;3,8;4,4;0,1;1,6;99,7;30,0;6,9;8696,7;2,7;6835,3;0,1683;96,4;40,4;173,7;1,33;0,099;0,00;0,0;0;0;26,9;3054;76;0;488,1;92,5;414,7;19,2;55,4;53,4;2,2;10,1;2,278;14,7;0;0;0;0
1003;Ala di Stura;0,2;-4,2;3,5;1,6;1,0;-29,6;-0,2;-0,1;9,7;801,1;11,9;0,08;7380,5;48,9;66,2;785,5;22,6;17,9;4,3;2,3;186,2;136,6;0;0,0;7;1;51;244,4;62,4;0;0,74;0,41;9,7;0,22;68,4;0;0;0;0;0;0;100,0;5;0;0;0,0;-0,06;2,2;10,9;0,0;2,4;0,0;0,0;6,8;3,7;11,1;7,4;0,4;44,4;0,0;0,9;7,6;84,6;0,9;15,8;95,4;35,4;1,3;9742,9;1,0;2018,1;0,1940;60,6; #N/D; #N/D;1,33;0,115;0,00;10,3;145;23;1,9;6;2;0;1436,9;79,1;207,1;26,7;313,4;55,3;0,0;11,8;4,762;10,9;0;0;0;0
1004;Albiano d'Ivrea;-0,7;2,7;-0,7;8,7;5,0;-26,2;2,7;-0,1;109,2;1453,0;13,0;0,09;8843,2;76,6;62,8;580,7;42,9;15,9;6,0;9,4;185,4;125,5;0,6;0,0;6,7;2;50,2;243,3;63,8;0;0,81;0,10;7,4;-0,20;22,6;0;0;0;0;1;0;0,0;3;0;2;0,0;0,05;0,6;10,6;0,0;0,0;0,0;0,0;19,5;6,7;14,7;6,1;0,5;26,8;0,0;0,0;2,5;8,9;0,1;0,4;99,7;28,3;6,5;8781,1;2,4;1490,2;0,1865;73,3;62,4;53,5;1,30;0,041;0,00;0,0;0;0;0,8;1;0;0;756,1;90,4;338,4;11,4;59,4;64,3;2,4;11,1;6,688;11,5;0;0;0;0
1005;Alice Superiore;-0,4;8,1;2,5;-7,0;8,1;-28,5;6,7;-0,2;71,6;1183,0;36,4;0,36;8154,6;77,5;50,3;681,6;47,6;13,4;2,5;17,7;238;170,2;1,1;0,0;4,4;0;46,9;446,9;63,4;0;0,78;0,07;4,1;-0,39;323,6;0;0;0;0;0;0;0,0;4;0;1;0,0;-0,06;1,4;10,2;0,0;0,6;0,0;0,0;17,3;10,2;35,0;10,8;3,0;45,7;0,0;0,3;6,6;40,9;0,0;12,6;98,0;31,4;2,0;9608,0;2,1;1895,7;0,1547;101,8;70,4; #N/D;1,20;0,046;0,00;3,6;30;1;3,1;17;0;0;981,6;83,7;201,2;3,7;60,4;32,8;0,7;9,8;3,810;6,6;0;0;0;0
1006;Almese;0,1;9,7;-1,0;4,2;0,7;8,7;2,2;0,1;316,7;1963,1;2,5;0,03;8488,0;76,6;53,9;590,4;38,7;17,3;8,7;14,2;150,5;143,7;0,6;0,0;5,3;5;50;349,9;66,9;0;0,83;0,24;6,1;0,18;3,7;0;0;0;0;0;0;17,8;3;0;3;0,0;-0,08;0,3;11,5;0,3;0,4;0,3;0,0;9,7;7,2;28,1;6,7;1,2;28,1;0,7;0,2;2,1;14,2;0,0;0,5;99,4;28,3;4,6;9107,9;2,2;3810,2;0,2058;76,4;72,9;106,1;1,29;0,094;0,00;6,6;1353;56;0,0;0;0;0;416,8;83,8;221,0;8,7;59,4;59,4;8,2;12,9;8,566;17,8;0;0;0;0
1007;Alpette;-0,7;-8,2;12,6;3,6;-4,9;-26,3;3,8;0,5;36,6;694,9;13,7;0,00;5100,5;81,9;99,4;987,0;27,4;3,4;4,8;10,0;390,9;175,8;1,8;0,0;10,7;0;45,5;356,3;55;0;0,70;0,16;11,6;-0,28;0,0;0;1;0;0;0;0;82,5;5;0;0;0,0;-0,02;0,0;1,0;3,6;2,6;0,0;0,0;11,1;7,9;18,2;0,0;0,0;52,3;0,0;0,6;18,2;75,0;0,0;1,6;97,6;35,1;2,9;9437,2;3,8;1962,0;0,1685;90,7;20,0; #N/D;1,52;0,054;0,00;2,1;0;1;0,0;0;0;0;1002,9;39,6;201,2;15,2;265,7;32,8;0,2;8,6;2,174;4,3;0;0;0;0
1008;Alpignano;-0,1;0,5;-0,1;3,2;1,8;-3,5;2,2;0,0;1166,3;3216,5;1,4;0,01;7382,4;67,6;93,0;282,1;24,3;34,9;5,3;2,3;175,5;131,6;0,9;0,0;5,1;8;46,4;306,2;64,5;0;0,87;0,18;5,5;0,04;11,9;0;1;0;0;0;0;0,0;2;1;3;0,0;0,49;0,2;16,6;0,1;0,9;0,8;0,0;17,0;9,0;31,9;7,3;1,5;25,0;1,7;0,4;2,1;6,1;0,1;1,2;99,8;31,0;3,6;9298,8;1,6;2047,1;0,1784;77,7;51,1;90,5;1,32;0,074;0,00;0,0;0;0;7,7;150;6;0;215,4;91,9;221,0;13,7;67,9;59,4;8,2;12,7;7,633;13,8;0;0;0;0
1009;Andezeno;-0,3;8,0;-7,1;1,6;13,0;3,6;2,4;0,1;356,7;1977,7;11,3;0,03;6754,2;74,0;47,9;440,1;33,4;18,5;7,7;16,0;143;122,7;1,1;0,0;6,8;3;51,4;235,3;67,8;0;0,85;0,29;5,5;1,42;0,0;0;1;0;0;0;0;0,0;3;0;3;0,0;0,29;0,5;6,4;0,0;0,0;0,0;0,0;12,6;6,7;26,3;8,3;0,9;25,4;0,0;0,0;3,5;19,8;0,1;1,4;99,5;28,6;7,3;8633,8;1,9;4487,5;0,1985;77,5;101,9;76,3;1,38;0,045;0,00;3,8;32;1;13,0;179;11;0;680,0;94,6;187,3;18,4;126,3;73,2;4,4;12,6;5,146;11,1;0;0;0;0
1010;Andrate;-0,6;4,5;1,6;14,5;2,7;-27,4;0,1;-0,7;39,1;846,7;24,2;0,24;8223,0;73,1;100,0;865,6;39,4;9,3;0,8;11,8;181,2;180,6;1,6;0,0;8,7;1;52,4;363,3;64,3;0;0,76;0,18;4,5;-0,47;44,7;0;1;0;0;0;0;59,7;3;0;3;0,0;-0,01;2,0;8,8;0,0;0,0;0,0;0,0;12,2;3,7;23,5;3,5;0,0;52,0;0,0;0,0;3,1;57,0;0,0;0,9;97,7;31,4;6,8;8723,7;3,7;1677,3;0,1578;72,8;33,4;136,3;1,44;0,045;0,00;37,0;21;22;0,0;0;0;0;1215,0;85,9;438,8;14,9;55,8;58,1;1,4;10,3;17,910;19,6;0;0;0;0
1011;Angrogna;0,2;9,6;0,7;5,0;-1,9;-28,8;1,6;0,2;16,3;1880,3;80,7;0,62;9118,5;74,1;97,2;1558,4;30,5;8,9;1,3;17,5;191,8;204,2;0,5;0,0;4,5;2;45,8;437,8;57,5;0;0,74;0,11;3,7;-0,58;23,1;0;5;0;0;0;0;46,1;3;0;1;0,0;-0,11;0,0;11,6;1,1;1,9;0,0;0,0;23,9;5,9;26,9;10,1;0,5;42,2;0,3;0,7;2,2;45,3;0,0;1,8;93,2;33,5;1,4;9727,7;1,5;1467,8;0,1925;78,2; #N/D; #N/D;1,49;0,135;0,00;9,1;18;9;0,6;7;3;0;1852,6;67,4;414,7;4,2;42,4;53,4;0,6;6,9;11,429;12,7;0;0;0;0
1012;Arignano;0,4;11,3;-0,1;4,0;-1,9;-2,8;2,7;-0,2;106,5;962,8;35,7;0,07;7488,5;73,3;38,4;869,4;43,6;11,1;5,3;15,6;117,6;141,9;0;0,0;6,7;2;55,5;297,1;69;0;0,80;0,18;4,9;0,19;7,3;0;0;0;0;0;0;75,9;3;0;3;111,6;1,12;1,0;8,8;0,0;0,7;0,0;0,0;10,3;6,0;21,1;8,1;0,7;25,7;0,0;0,2;5,3;17,1;0,2;1,1;99,1;26,9;4,1;9199,5;1,2;2039,0;0,2005;108,2;20,2;54,9;1,40;0,044;0,00;1,5;1;0;18,0;40;6;0;898,7;92,5;187,3;12,6;95,4;73,2;2,9;10,0;3,540;11,2;0;0;0;0
1013;Avigliana;0,2;10,0;-1,7;3,1;2,6;-16,4;2,0;0,1;578,0;2670,3;7,1;0,04;7414,6;72,1;71,4;369,7;31,7;27,7;10,6;11,5;141,6;132,9;0,6;42,5;6,4;10;50,3;301,7;66,8;0;0,85;0,25;6,9;0,75;36,2;0;3;0;0;0;0;7,3;3;1;3;0,0;0,42;0,2;13,4;0,1;0,7;0,0;0,5;12,2;8,3;30,4;7,1;1,4;26,4;1,0;0,3;3,2;7,6;0,1;1,5;99,7;27,9;4,8;9082,0;2,7;2765,6;0,1977;86,6;44,9;90,8;1,34;0,108;0,00;3,3;135;8;4,1;460;14;0;401,5;84,5;221,0;13,0;72,6;59,4;7,3;12,9;8,271;15,8;0;0;0;0
1014;Azeglio;-0,9;6,6;-9,2;8,4;4,7;-26,9;3,2;0,0;135,5;1595,4;14,0;0,05;9096,8;71,8;39,3;721,6;49,8;9,5;4,8;12,2;154,7;128,5;0,3;0,0;5,7;1;50,6;279,5;64,9;0;0,82;0,21;6,7;0,01;1,5;0;0;0;0;0;0;0,0;3;0;3;0,0;-0,15;0,7;9,8;0,0;0,0;0,0;0,0;15,4;6,2;26,5;10,6;0,7;24,6;0,3;0,0;2,3;24,0;0,2;0,2;99,5;29,0;7,1;8679,3;3,0;4098,1;0,1654;65,8;195,1;181,6;1,34;0,040;0,00;0,0;0;0;38,1;28;18;0;909,2;82,3;297,0;11,0;63,2;60,1;2,3;9,7;4,533;13,8;0;0;0;0
1015;Bairo;-0,7;3,1;-4,6;0,9;27,1;-19,6;1,6;0,0;111,7;988,7;30,3;0,29;9593,9;78,4;49,7;576,2;46,4;6,2;3,1;15,2;230,1;139,4;1,4;0,0;6,3;0;43,9;248,1;66,3;0;0,88;0,21;5,3;0,51;6,9;0;0;0;0;0;0;0,0;4;0;2;0,0;0,79;0,0;7,8;0,0;0,0;0,0;0,0;15,5;6,6;14,8;8,7;1,8;24,5;0,0;0,0;0,9;28,3;0,3;5,1;99,2;36,2;2,3;9542,5;2,2;3964,9;0,1661;81,9;58,0;77,4;1,42;0,046;0,00;0,0;0;0;4,9;4;1;0;1383,9;91,5;345,4;10,4;62,0;59,9;3,0;13,6;2,579;8,7;0;0;0;0
1016;Balangero;-0,1;4,6;0,4;7,8;7,5;-35,8;-0,1;0,0;192,0;1474,7;9,3;0,08;7539,7;75,1;82,6;488,8;40,1;15,9;7,7;7,1;182,5;129,0;0,6;0,0;7,5;4;48,2;281,1;66,8;0;0,86;0,17;4,8;-0,16;4,6;0;0;0;0;0;0;0,0;4;0;2;0,0;-0,09;0,3;9,4;0,3;0,6;0,0;0,0;10,9;6,2;20,2;4,7;0,7;27,9;0,0;0,2;4,7;16,3;0,0;1,0;99,4;28,8;4,3;9167,0;1,6;2200,3;0,1699;75,0;39,8;80,6;1,34;0,063;0,00;5,6;471;15;8,4;22;2;0;545,1;81,2;207,1;13,0;63,1;55,3;3,3;12,1;4,664;9,3;0;0;0;0
1017;Baldissero Canavese;0,0;-1,1;-2,4;5,9;-9,6;-35,0;3,3;0,0;119,2;1426,6;62,5;0,17;5054,6;70,0;43,1;757,5;52,1;21,3;2,6;11,1;300;157,8;2,1;0,0;2,8;1;45,8;552,4;61,2;0;0,80;0,15;5,4;0,41;127,1;0;0;0;0;0;0;30,4;4;0;1;0,0;0,88;0,0;9,7;0,0;0,0;0,0;0,0;8,6;9,4;33,3;12,3;1,4;32,0;0,0;0,0;9,3;39,6;0,0;0,0;99,6;33,5;4,5;9135,7;5,5;2935,3;0,1792;68,7;78,3;52,3;1,32;0,046;0,00;0,0;0;0;0,7;1;0;0;907,9;71,8;359,3;13,5;77,1;47,5;2,2;17,8;4,701;14,7;0;0;0;0
1018;Baldissero Torinese;-0,4;14,7;-3,3;3,0;3,2;-6,3;2,2;0,0;148,6;952,0;35,4;0,03;8833,4;84,3;40,4;987,0;53,5;7,5;9,6;15,6;118;164,8;1;0,0;3,6;2;51,4;575,5;68;0;0,82;0,11;5;-0,40;2,2;0;0;0;0;0;0;22,2;3;0;3;0,0;0,03;0,3;6,1;0,0;0,4;0,0;0,0;4,2;5,6;25,0;7,9;1,8;23,4;0,0;0,2;1,8;11,4;0,3;0,0;99,7;28,8;3,4;9347,7;2,4;1124,2;0,2477;77,5;51,8;192,0;1,33;0,047;0,00;1,3;4;0;0,0;0;0;0;422,2;77,4;187,3;4,9;80,1;73,2;3,8;15,5;14,659;28,1;0;0;0;0
1019;Balme;3,5;-1,4;-3,9;7,3;1,5;-28,8;-5,4;-0,4;2,7;678,6;24,2;0,05;8168,3;61,4;100,0;1142,9;21,8;7,9;0,0;8,9;312,5;142,9;5;0,0;10;0;55,2;400;62,9;0;0,77;0,52;6,3;0,30;375,8;0;2;0;0;0;0;100,0;1;0;0;0,0;-0,35;0,0;4,5;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;48,0;0,0;0,0;3,1;91,9;1,8;0,0;95,5;38,6;1,1;9791,7; #DIV/0!;2114,3;0,1764; #DIV/0!; #DIV/0!; #DIV/0!;1,30;0,129;0,00;7,9;10;9;1,9;13;5;0;3174,1;69,0;207,1;29,5;515,2;55,3;0,0;7,8;2,703;3,7;0;0;0;0
1020;Banchette;-0,7;-6,9;-1,9;4,6;-0,4;-33,5;1,3;-0,3;1557,2;3652,4;0,2;0,00;6820,3;64,3;91,8;458,7;28,6;31,2;1,8;0,4;202;125,3;1,3;0,0;8;3;47;299,4;64,7;0;0,84;0,12;7,5;-0,13;301,2;0;0;0;0;0;0;0,0;3;0;2;0,0;6,31;0,3;11,9;0,3;0,0;0,0;0,0;12,2;7,4;23,8;12,7;0,6;30,7;0,0;0,0;7,3;11,7;0,1;0,0;99,8;42,4;12,4;7752,1;4,6;4036,6;0,1803;71,2;73,5;60,8;1,29;0,044;0,00;0,0;0;0;32,6;3;2;0;178,0;88,9;421,8;22,7;74,1;59,9;10,4;10,1;16,318;20,1;0;0;0;0
1021;Barbania;-0,3;8,0;-3,2;2,5;3,8;-19,9;-0,7;0,1;89,9;1150,4;46,1;0,07;8401,9;79,2;45,1;665,8;43,6;14,0;5,3;14,7;201,5;155,0;0,7;0,0;6,6;2;46,9;325,8;62,1;0;0,81;0,11;6,1;-0,27;0,0;0;0;0;0;0;0;7,6;4;0;2;0,0;-0,08;0,6;6,0;0,6;2,2;0,0;0,0;17,6;7,7;33,9;6,7;1,7;30,9;0,0;0,8;5,2;25,9;0,0;2,7;99,2;27,6;4,2;9188,1;1,8;2132,5;0,1920;77,9;87,2;94,9;1,48;0,055;0,00;0,0;0;0;13,8;28;3;0;590,4;88,7;207,1;7,9;62,5;55,3;2,4;11,8;9,339;13,0;0;0;0;0
1022;Bardonecchia;-0,4;0,5;-3,1;3,2;-0,7;12,2;-0,4;-0,2;36,2;1973,1;7,8;0,01;6493,6;55,0;87,3;605,0;20,5;27,2;4,0;10,5;168,3;137,4;2;0,0;5,9;2;52,6;361,7;59;0;0,71;0,54;9,8;0,86;109,5;0;2;0;0;1;0;0,4;5;1;1;0,0;2,51;0,6;11,2;0,3;1,9;0,0;0,0;16,6;6,9;32,1;9,1;1,7;39,6;0,0;0,7;8,1;84,1;0,2;1,4;99,6;35,4;9,7;8240,9;5,6;1468,9;0,2309;82,1;38,9;162,4;1,35;0,107;0,00;41,2;2698;230;0,2;2;2;0;1194,1;75,5;221,0;29,6;197,1;59,4;0,1;13,7;3,980;8,4;0;0;0;0
1023;Barone Canavese;-0,4;3,2;-4,8;4,7;3,3;-26,0;3,2;0,3;169,3;2343,1;8,7;0,09;6810,3;76,1;67,4;847,4;47,2;24,3;0,6;7,8;252,2;143,8;1,3;0,0;5;1;44,3;468;64;0;0,80;0,12;6,2;0,28;0,0;0;0;0;0;0;0;0,0;3;0;2;0,0;-0,07;0,0;11,8;0,0;0,0;0,0;0,0;21,7;7,1;42,9;8,3;1,1;35,6;0,0;0,0;2,6;20,8;0,4;0,0;98,5;36,7;6,5;8771,6;1,5;3282,8;0,1677;61,1;80,0;210,0;1,46;0,042;0,00;0,0;0;0;0,0;0;0;0;623,5;84,4;253,0;8,8;63,7;81,4;4,5;9,7;7,921;11,1;0;0;0;0
1024;Beinasco;0,0;-1,7;-0,5;4,9;-1,4;-6,0;3,0;0,1;2568,4;4066,8;0,1;0,00;7037,9;64,7;99,5;151,4;17,0;44,2;7,9;0,2;181,6;135,0;0,7;3,6;5,2;14;46,4;296,4;68,1;0;0,89;0,20;5,3;0,51;11,1;0;0;0;0;1;2;0,0;2;0;3;0,0;0,12;0,2;16,3;0,1;0,6;0,2;0,0;13,5;9,2;32,8;6,7;1,2;23,6;1,3;0,2;2,0;2,5;0,1;0,7;99,9;34,2;4,1;9205,9;2,3;2057,9;0,1742;74,8;48,1;124,8;1,30;0,066;0,00;0,0;0;0;4,9;126;5;0;215,9;97,3;205,4;17,7;124,5;61,7;10,4;13,0;7,803;13,7;0;0;0;0
1025;Bibiana;0,3;13,7;-1,5;2,7;-1,0;-34,6;2,3;0,4;138,5;1525,6;30,1;0,27;9120,8;70,6;100,0;559,1;30,9;20,1;16,0;22,2;145;127,4;0,7;0,0;10,4;2;48,7;254,6;64,6;0;0,83;0,20;6,3;-0,17;10,3;0;0;0;0;0;0;0,0;5;0;0;0,0;-0,23;0,3;9,7;0,3;1,0;0,0;0,0;15,8;7,3;23,6;10,0;1,2;29,5;0,0;0,3;0,7;12,4;0,0;4,1;99,1;30,3;8,9;8334,5;2,9;1864,6;0,1883;82,6;74,9;78,2;1,44;0,134;0,00;0,0;0;0;0,5;8;0;0;567,1;86,3;414,7;14,2;49,0;53,4;3,5;8,8;7,566;11,5;0;0;0;0
1026;Bobbio Pellice;-0,1;-3,5;2,1;6,7;2,6;-32,5;4,4;-0,2;7,5;1599,1;27,7;0,11;7873,8;61,8;81,4;1187,0;21,5;9,0;2,0;4,0;216,5;203,8;4,2;0,0;4,9;2;44,1;450;66,3;0;0,84;0,34;10,4;-0,44;131,7;0;0;0;0;0;0;78,5;4;0;0;0,0;-0,35;1,8;11,5;0,0;0,9;0,0;0,0;16,7;6,5;38,9;7,3;0,7;48,0;0,7;0,3;6,3;64,5;0,3;4,3;96,5;34,7;3,2;9382,2;2,7;2495,9;0,1700;95,5;43,9;60,3;1,20;0,133;0,00;9,5;42;24;0,8;3;3;0;2515,6;97,1;414,7;24,8;76,2;53,4;0,0;4,4;1,299;2,3;0;0;0;0
1027;Bollengo;0,5;4,3;1,4;3,9;0,6;-36,1;2,8;-0,1;139,2;1707,6;39,4;0,23;7715,9;75,0;84,0;579,3;44,5;25,9;9,5;12,5;228,1;138,1;0,3;0,0;4,3;4;49,5;340,8;62,7;0;0,75;0,16;5,3;1,33;4,7;0;0;0;0;0;0;0,0;3;0;3;0,0;0,68;0,5;11,1;0,5;0,3;0,0;0,0;15,9;7,8;25,4;8,8;0,7;28,9;0,3;0,1;5,3;11,9;0,4;0,7;99,3;25,0;4,3;9168,8;2,4;2147,2;0,1931;66,4;53,0;175,5;1,29;0,042;0,00;0,6;5;1;0,0;0;0;0;766,4;87,2;403,5;8,5;66,0;66,3;3,2;11,4;6,511;10,1;0;0;0;0
1028;Borgaro Torinese;0,1;13,9;1,8;4,9;-0,2;-0,5;0,5;0,0;856,0;3281,5;1,5;0,01;5185,9;71,2;58,3;292,9;19,1;43,6;16,4;3,6;114;128,5;0,7;0,0;5,6;8;52,6;273,7;69;0;0,88;0,19;6;0,48;15,7;0;0;0;0;0;0;0,0;2;0;3;0,0;0,16;0,3;14,0;0,1;0,9;0,0;0,0;13,5;7,3;31,6;7,2;1,1;24,2;1,0;0,4;4,3;2,2;0,1;0,1;99,8;24,6;3,1;9386,4;2,2;2631,4;0,1749;78,0;124,8;137,6;1,26;0,053;0,00;0,0;0;0;7,0;61;13;0;277,4;91,8;203,7;12,5;84,5;54,8;3,2;21,8;5,608;10,8;0;0;0;0
1029;Borgiallo;0,5;10,1;1,5;1,2;0,4;-28,2;1,2;-0,4;54,2;1011,2;58,2;0,14;7478,7;77,9;100,0;784,0;36,1;5,4;6,8;19,6;250,8;132,9;1,3;0,0;9,2;0;48,7;303,1;62,9;0;0,81;0,11;8,2;-0,53;36,7;0;0;0;0;0;0;58,9;4;0;1;0,0;-0,35;1,8;9,5;0,0;1,3;0,0;0,0;23,5;9,5;31,8;3,0;0,4;37,2;0,0;0,4;7,1;16,9;0,0;3,6;98,3;27,2;8,4;8455,8;3,8;2915,0;0,1556;71,8;51,3;55,9;1,51;0,050;0,00;0,0;0;0;0,0;0;0;0;939,0;74,9;201,2;4,7;58,6;32,8;1,9;7,9;8,475;16,1;0;0;0;0
1030;Borgofranco d'Ivrea;-0,2;-0,3;-4,8;5,5;10,8;-31,5;1,8;0,1;209,9;1216,1;7,2;0,05;8210,5;72,3;47,9;530,6;43,9;18,1;6,0;7,4;188,4;139,4;1,1;0,0;5,7;5;48,1;305,5;64,8;0;0,83;0,18;5,3;-0,19;7,5;0;1;0;0;0;0;0,0;3;0;3;0,0;-0,08;0,3;10,2;0,3;0,4;0,0;0,0;8,6;7,2;18,9;6,6;1,2;30,3;0,0;0,1;0,3;22,2;0,4;1,4;99,6;30,2;6,0;8861,1;2,5;1618,0;0,1816;72,9;51,1;132,9;1,27;0,045;0,00;9,8;315;17;4,9;101;7;0;578,7;88,1;374,6;14,9;56,9;65,7;3,4;10,3;7,364;11,4;0;0;0;0
1031;Borgomasino;-0,9;1,2;-3,8;9,2;4,0;-32,1;3,4;-0,4;45,7;806,7;11,6;0,12;9134,2;64,7;65,1;723,9;60,3;14,3;0,2;18,1;211,1;147,8;1,3;0,0;8,3;0;44,7;320,5;61,4;0;0,75;0,15;7,5;-0,56;6,0;0;0;0;0;0;0;90,5;4;0;2;0,0;-0,28;1,2;11,4;0,0;0,6;0,0;0,0;14,3;10,3;30,8;8,9;1,5;31,6;0,0;0,3;1,8;28,9;0,3;4,0;99,1;33,3;7,9;8544,1;1,5;1979,1;0,1979;64,4;103,8;109,8;1,38;0,040;0,00;0,0;0;0;34,6;12;5;0;1000,5;85,5;388,1;8,6;68,7;66,2;1,3;10,7;7,143;11,3;0;0;0;0
1032;Borgone Susa;-1,2;4,4;-3,3;4,6;11,4;-22,2;5,0;0,0;424,9;1504,7;1,9;0,01;7903,4;65,7;83,3;573,5;31,6;18,6;2,8;9,0;196,5;150,7;0,6;0,0;7,4;3;43,7;322,4;61,2;0;0,85;0,18;5,9;0,10;5,0;0;0;0;0;0;0;1,3;3;1;2;0,0;-0,22;0,4;17,7;0,4;1,3;0,0;0,0;18,6;11,1;43,3;10,8;1,7;32,3;0,0;0,5;3,5;19,2;0,1;1,0;99,0;33,1;7,8;8527,5;3,1;4733,5;0,1618;87,2;63,5;60,9;1,44;0,131;0,00;4,8;251;10;5,5;29;4;0;504,1;65,2;221,0;15,4;58,1;59,4;8,3;10,5;4,262;7,4;0;0;0;0
1033;Bosconero;0,4;4,3;-4,6;4,7;0,7;-22,5;2,3;0,1;257,0;1575,4;3,9;0,03;9825,3;61,6;87,1;434,8;42,2;16,3;5,2;10,9;153,4;110,7;1,2;0,0;7,8;2;48,1;226,9;63,9;0;0,84;0,22;5,5;0,14;2,0;0;0;0;0;0;0;0,0;3;0;2;0,0;0,01;0,3;15,6;0,3;0,5;0,0;0,0;15,4;8,4;37,1;8,2;1,6;24,6;0,0;0,2;0,3;6,7;0,0;1,3;99,8;34,0;5,3;8980,2;2,5;4031,1;0,1809;65,1;87,0;89,7;1,36;0,046;0,00;0,0;0;0;25,2;4;6;1;509,1;86,0;201,2;21,4;70,5;32,8;4,6;10,4;3,603;11,3;0;0;0;0
1034;Brandizzo;0,9;9,2;-0,9;0,1;1,3;-2,1;2,2;0,0;1047,2;3429,2;0,3;0,00;7659,5;64,2;96,9;280,9;19,9;32,3;11,6;10,5;124,4;115,9;1;0,0;8,3;6;51,5;228,6;66,6;0;0,87;0,21;8;-0,07;3,3;0;0;0;0;0;0;0,0;2;1;3;0,0;-0,08;0,2;16,6;0,1;0,9;0,0;0,0;15,7;8,6;31,7;6,4;1,5;26,7;0,0;0,4;3,0;4,4;0,1;0,7;99,7;28,7;5,1;9030,2;2,1;2891,3;0,1634;95,6;39,6;67,1;1,31;0,045;0,00;0,0;0;0;20,2;75;9;0;238,4;90,0;203,7;18,5;68,6;54,8;7,9;13,4;6,271;12,8;0;0;0;0
1035;Bricherasio;0,7;7,4;-0,8;3,9;6,6;-30,6;1,7;0,0;175,3;1608,9;27,8;0,16;7939,2;74,6;57,4;707,1;35,7;18,6;14,8;14,3;165,2;121,5;0,7;0,0;7,2;5;49,4;286,5;65,8;0;0,83;0,20;7,2;0,06;6,1;0;0;0;0;0;0;4,0;2;0;2;0,0;-0,14;0,2;10,0;0,2;0,8;0,0;0,0;14,4;6,3;27,6;8,0;0,9;28,6;0,0;0,3;1,8;12,5;0,2;0,6;99,4;28,8;4,6;9115,6;1,9;2611,0;0,1903;82,1;45,6;119,0;1,35;0,134;0,00;0,0;0;0;13,9;81;15;0;657,7;76,2;414,7;11,5;65,4;53,4;4,9;9,6;5,455;10,5;0;0;0;0
1036;Brosso;-2,3;-4,5;-1,8;2,5;-0,7;-31,8;2,2;-0,3;26,7;1297,5;10,9;0,11;8932,4;72,0;100,0;497,9;47,1;13,1;4,2;3,6;273,9;168,5;1,9;0,0;2,8;0;47,1;245,9;65,3;0;0,86;0,16;5,4;-0,58;0,0;0;0;0;0;0;0;80,6;4;0;2;0,0;-0,35;0,0;9,2;0,0;0,9;0,0;0,0;31,0;5,3;22,2;4,8;0,4;50,8;0,0;0,4;2,5;44,3;0,0;0,0;97,7;32,0;2,8;9448,6;1,2;2819,1;0,1495;66,5; #N/D; #N/D;1,35;0,046;0,00;2,2;3;1;0,0;0;0;0;1342,9;81,9;201,2;6,4;73,8;32,8;0,4;7,6;5,263;6,3;0;0;0;0
